V1,V2,V3,V4
2165.8666,0.0196,2834.0,617.0864
2229.3333,0.0098,2859.0,616.3455
2229.3333,-0.0032,2852.0,631.2273
2217.8111,-0.0054,2843.0,619.0509
2167.9444,0.0031,2875.0,616.9518
2217.8111,0.0085,2872.0,612.9909
2236.0667,0.0131,2859.0,623.0164
2217.8667,0.0135,2831.0,604.2909
2233.1556,-0.0026,2875.0,614.9545
2171.3222,-0.0044,2882.0,622.3454
2214.9333,0.0048,2876.0,615.5391
2229.3333,0.0192,2837.0,617.2527
2159.0556,0.0061,2843.0,620.3482
2201.0667,0.0149,2870.0,616.0609
2217.8111,0.0121,2881.0,620.5609
2214.9333,0.0191,2907.0,626.5382
2184.8889,0.0013,2917.0,616.8555
2229.3333,0.0046,2847.0,623.5209
2233.1556,-0.0178,2852.0,625.6173
2233.1556,-0.0014,2858.0,615.54
2233.1556,0.0169,2849.0,623.1227
2184.8889,0.0084,2881.0,620.6073
2217.8111,0.0142,2831.0,609.9518
2233.1556,0.0034,2831.0,616.0982
2171.3222,-0.0043,2872.0,611.1618
2159.0556,-0.0017,2881.0,623.8455
2215.3889,-0.0072,2916.0,626.1136
2165.8666,-0.0002,2840.0,619.2455
2215.3889,-0.0094,2843.0,622.3291
2165.8666,-0.0121,2908.0,627.6891
2179.2,-0.0058,2834.0,611.5064
2215.3889,0.0039,2831.0,622.6064
2233.1556,-0.0069,2847.0,615.1736
2215.3889,-0.002,2876.0,621.0655
2172.2778,-0.0072,2907.0,621.0409
2184.8889,0.0035,2876.0,616.5555
2201.0667,0.0224,2840.0,619.4191
2214.9333,0.0145,2836.0,635.27
2242.4333,0.0309,2831.0,603.1609
2150.5889,0.0217,2845.0,620.6755
2205.7222,-0.0026,2847.0,616.8809
2227.2444,0.0022,2915.0,621.7109
2179.2,0.0077,2854.0,635.0691
2205.7222,-0.0043,2855.0,621.1236
2220.4001,0.0126,2872.0,612.6255
2214.9333,0.0051,2843.0,615.5036
2205.7222,-0.0055,2872.0,618.6591
2171.3222,0.0132,2907.0,622.9718
2229.3333,-0.0077,2848.0,621.5136
2171.3222,0.0057,2873.0,616.2027
2205.7222,0.0121,2843.0,624.4927
2215.3889,-0.0087,2845.0,622.0164
2205.7222,0.0091,2834.0,614.48
2201.0667,0.0174,2881.0,624.2164
2205.7222,-0.0045,2847.0,612.2991
2216.5111,0.0022,2845.0,611.4536
2216.5111,0.0024,2840.0,610.2491
2221.5333,0.0005,2872.0,615.16
2236.0667,0.0005,2855.0,626.5509
2229.3333,0.0197,2852.0,625.9664
2205.7222,0.0056,2881.0,623.1118
2227.2444,-0.0064,2872.0,611.07
2198.2667,-0.0022,2851.0,610.1918
2173.6222,-0.0084,2872.0,611.0745
2210.9778,-0.0119,2903.0,622.0282
2210.9778,-0.0023,2903.0,610.2209
2216.5111,-0.0024,2915.0,627.37
2210.9778,0.0025,2915.0,613.8673
2250.7445,-0.0014,2845.0,614.7755
2242.4333,0.0015,2876.0,613.1891
2216.6778,0.0023,2903.0,615.4427
2250.7445,-0.0006,2851.0,609.5373
2210.9778,-0.0002,2835.0,613.0527
2210.9778,-0.0005,2903.0,620.6318
2210.9778,-0.001,2845.0,616.2891
2218.6333,0.0016,2851.0,613.65
2189.2333,-0.0021,2915.0,625.1182
2136.4111,-0.0041,2856.0,607.6045
2136.4111,0.0057,2856.0,612.7727
2189.8778,-0.0028,2856.0,607.8655
2151.6889,0.0069,2866.0,620.9945
2136.4111,0.0157,2855.0,617.3827
2201.3556,-0.0035,2851.0,614.98
2189.8778,0.015,2866.0,624.3436
2162.7556,-0.0055,2829.0,614.3364
2203.4556,-0.0024,2845.0,605.1855
2136.4111,-0.0029,2866.0,621.9918
2189.8778,0.0147,2864.0,622.7709
2203.4556,0.0013,2827.0,611.8291
2203.4556,0.0084,2851.0,608.5273
2219.3445,0.0035,2855.0,616.8382
2189.8778,-0.0002,2889.0,620.9591
2162.7556,0.0004,2841.0,615.8945
2251.8222,-0.0034,2841.0,610.31
2223.2778,-0.0121,2870.0,619.9473
2146.9111,-0.009,2851.0,608.9991
2203.4556,-0.0127,2851.0,607.7591
2210.9778,0.0101,2835.0,609.7955
2210.9778,-0.0105,2840.0,614.6836
2151.6889,-0.004,2866.0,621.0273
2162.7556,-0.0087,2861.0,619.1118
2155.3111,0.001,2866.0,619.2855
2151.6889,-0.0153,2861.0,621.7627
2155.3111,0.0027,2864.0,629.2245
2145.4555,0.0032,2866.0,621.6682
2155.3111,-0.0075,2864.0,633.63
2210.9778,-0.0046,2840.0,609.1327
2155.3111,0.0147,2864.0,620.2036
2117.5889,-0.005,2855.0,602.7573
2155.3111,-0.0101,2856.0,603.6964
2146.9111,-0.0123,2841.0,609.5964
2136.4111,-0.0022,2864.0,621.2945
2245.3667,-0.0069,2851.0,612.0836
2190.1555,0.0084,2860.0,607.9973
2127.9555,-0.0151,2855.0,615.3527
2130.0556,-0.0066,2844.0,602.5245
2181.0444,0.0057,2864.0,626.0473
2127.9555,-0.0039,2855.0,600.9945
2190.1555,0.0049,2844.0,597.5827
2174.7555,0.009,2850.0,608.2536
2190.1555,-0.0018,2860.0,607.2564
2211.7222,0.0022,2855.0,603.1855
2190.1555,-0.0056,2855.0,614.7909
2117.5889,0.0006,2864.0,622.94
2190.1555,-0.0178,2860.0,603.3855
2130.0556,-0.0171,2849.0,609.0964
2181.0444,-0.0025,2860.0,607.8209
2181.0444,0.006,2856.0,604.4609
2169.1111,0.0055,2860.0,607.15
2175.9667,0.0007,2849.0,621.6736
2175.9667,0.0107,2887.0,614.2282
2181.0444,0.0057,2860.0,614.4182
2197.5222,0.0077,2860.0,608.7455
2197.5222,0.0086,2860.0,605.6191
2197.5222,-0.0165,2856.0,602.2455
2127.9555,-0.0166,2855.0,599.4918
2174.7555,-0.0148,2850.0,616.6045
2169.1111,0.0036,2864.0,629.2173
2190.1555,-0.0002,2850.0,613.2036
2194.5889,0.0057,2850.0,614.1945
2194.5889,0.0055,2860.0,604.56
2170.0666,-0.0008,2844.0,612.88
2218.6333,-0.0035,2840.0,619.8009
2194.5889,0.0126,2865.0,625.2027
2175.9667,0.0159,2865.0,620.8736
2204.5445,0.0023,2860.0,612.1618
2188.7222,0.0087,2864.0,629.0055
2204.5445,0.0153,2865.0,628.4936
2194.8,0.008,2856.0,605.2627
2194.5889,0.0047,2851.0,616.6082
2194.8,-0.0086,2869.0,628.8145
2204.5445,0.0057,2850.0,620.2036
2204.5445,0.0055,2860.0,606.3127
2187.8111,0.0053,2860.0,610.4427
2220.0445,0.0032,2860.0,606.7773
2216.7333,0.0129,2862.0,619.0327
2188.7222,-0.0078,2857.0,624.4691
2187.8111,0.0145,2860.0,604.5945
2134.7445,0.0018,2856.0,603.3536
2188.6,-0.0209,2888.0,628.6691
2216.7333,0.0075,2887.0,615.24
2187.8111,0.0079,2860.0,610.1827
2224.6778,-0.0076,2855.0,602.4882
2194.5889,0.0003,2849.0,609.8382
2204.5445,-0.0028,2844.0,612.0
2188.7111,0.0089,2856.0,615.4
2218.9445,0.0059,2844.0,601.0855
2170.0666,0.0025,2860.0,613.7491
2218.8778,0.0132,2887.0,612.6782
2194.5889,-0.0091,2889.0,626.1364
2202.1222,0.0075,2844.0,608.4891
2216.7333,-0.004,2887.0,615.0336
2170.0666,0.0062,2854.0,611.2636
2205.7445,0.0,2863.0,620.2727
2205.7445,-0.0024,2887.0,607.6118
2189.8111,0.0121,2858.0,606.64
2210.7778,0.0006,2855.0,609.7309
2224.6778,0.0094,2873.0,615.3709
2204.2333,0.0181,2862.0,622.3754
2224.6778,0.0031,2855.0,602.2764
2225.0222,0.0063,2858.0,621.4909
2204.2333,0.0106,2862.0,616.7427
2202.2556,-0.0135,2865.0,632.4427
2224.6778,0.0056,2856.0,613.2691
2220.0445,-0.0119,2863.0,621.3818
2224.6778,0.007,2855.0,607.8527
2246.5778,0.005,2850.0,619.1218
2195.6667,0.0066,2862.0,619.0327
2205.7,0.007,2858.0,612.5791
2200.2333,0.0157,2858.0,617.5227
2214.2889,-0.013,2858.0,615.1355
2212.8667,-0.008,2867.0,610.0209
2200.9556,-0.013,2843.0,614.8745
2218.8778,0.0096,2858.0,623.8118
2200.9556,0.0075,2843.0,619.0055
2204.2333,0.0147,2844.0,602.4273
2205.7445,0.012,2887.0,604.3091
2189.5777,0.0135,2858.0,612.6745
2199.6334,-0.006,2871.0,610.1727
2114.6667,0.0057,2860.0,613.6691
2134.7445,0.0076,2860.0,614.1809
2175.3445,-0.0063,2849.0,619.6609
2127.9555,-0.0017,2872.0,614.5045
2114.6667,0.0045,2859.0,618.57
2214.1667,0.0061,2835.0,616.5918
2188.6,-0.0084,2855.0,619.3664
2246.5778,-0.0038,2885.0,622.5282
2208.6556,0.0002,2865.0,625.5318
2189.3556,-0.0086,2837.0,621.2918
2192.0,-0.005,2811.0,610.1845
2200.9556,0.0125,2843.0,616.3182
2199.6334,0.0121,2851.0,610.4409
2200.2333,0.0053,2843.0,631.5973
2199.6334,-0.0064,2848.0,601.6373
2212.8667,-0.0023,2861.0,610.0045
2240.8666,0.0129,2843.0,621.2936
2213.5111,0.001,2816.0,614.9255
2189.3556,0.0037,2867.0,616.6809
2196.0,0.0044,2861.0,616.1964
2196.0,0.009,2837.0,616.2455
2189.3556,-0.0026,2861.0,607.5609
2240.8666,0.0084,2816.0,608.2927
2187.4111,0.0005,2867.0,630.5391
2187.4111,0.0107,2837.0,615.07
2196.0,-0.0018,2859.0,625.17
2211.7778,-0.0033,2872.0,621.4209
2191.1333,-0.0066,2846.0,612.1136
2211.7778,0.0042,2867.0,620.6
2216.5,0.001,2846.0,609.4491
2216.5,0.0,2839.0,609.1464
2202.5556,-0.0027,2855.0,617.5182
2200.9889,-0.0048,2855.0,617.9727
2315.2667,0.0041,2871.0,607.29
2213.2111,-0.0093,2845.0,606.7327
2171.5,0.015,2816.0,608.6746
2171.5,-0.0099,2863.0,624.53
2187.4111,0.0062,2839.0,609.7473
2195.6667,-0.0096,2863.0,620.4891
2213.5111,0.005,2858.0,613.9027
2200.9889,0.0046,2857.0,615.2027
2192.3778,0.0037,2872.0,613.1155
2171.5,0.0112,2837.0,612.1882
2192.3778,-0.005,2837.0,620.6382
2180.5556,-0.0045,2863.0,629.1091
2210.2778,-0.0146,2844.0,614.6945
2191.1333,-0.0008,2839.0,610.1855
2216.5,0.0044,2859.0,621.1927
2171.5,0.0006,2855.0,617.8755
2216.5,-0.0017,2837.0,611.5745
2180.5556,0.0034,2846.0,610.4873
2171.5,0.0028,2863.0,628.8536
2200.9889,-0.0127,2842.0,610.5555
2206.5777,-0.0055,2852.0,616.1073
2210.2778,0.0076,2867.0,612.7691
2200.9889,0.0058,2846.0,612.8636
2214.7889,-0.0011,2867.0,615.5882
2189.9667,-0.0028,2845.0,608.7891
2189.9667,0.0026,2845.0,607.4455
2189.9667,-0.0038,2845.0,613.7409
2189.9667,0.0025,2845.0,607.0664
2191.1333,-0.0064,2839.0,609.49
2201.0667,0.0059,2858.0,613.6936
2194.3778,0.0021,2851.0,615.8645
2213.2111,-0.0007,2839.0,610.1455
2201.0667,-0.0033,2860.0,627.9364
2315.2667,0.0125,2872.0,618.8064
2185.2111,0.0058,2863.0,625.8409
2315.2667,0.0215,2867.0,620.29
2171.5,0.0086,2837.0,615.4964
2201.0667,-0.0018,2863.0,628.4509
2210.2778,0.0,2867.0,620.9573
2194.9556,0.0151,2846.0,608.7664
2194.9556,0.0247,2852.0,620.5436
2194.9556,-0.0045,2846.0,609.9736
2213.2111,-0.0068,2846.0,615.9991
2189.9667,0.0072,2845.0,610.91
2060.66,0.0028,2837.0,617.6382
2227.2444,-0.0008,2846.0,608.1209
2211.4334,0.0052,2844.0,609.3582
2060.66,0.0007,2839.0,613.1936
2195.5,-0.0104,2832.0,612.9127
2194.3778,0.013,2843.0,613.9018
2227.2444,0.0135,2852.0,618.5427
2227.2444,-0.0036,2832.0,616.6209
2060.66,0.001,2859.0,617.4627
2202.3556,0.0063,2852.0,616.5845
2227.2444,0.0087,2842.0,619.0945
2060.66,0.007,2867.0,609.41
2197.3222,0.0051,2854.0,617.4336
2201.0667,-0.0096,2889.0,631.7709
2060.66,-0.0045,2867.0,615.6818
2060.66,-0.0038,2858.0,613.3591
2168.7333,0.0055,2852.0,616.4655
2228.7222,0.0105,2846.0,617.7127
2213.9111,-0.0085,2843.0,617.9145
2204.5,-0.007,2854.0,622.8936
2197.3222,-0.0021,2851.0,619.7764
2211.4334,-0.002,2846.0,610.5545
2184.7222,-0.0053,2867.0,630.6173
2168.7333,0.001,2872.0,618.9709
2206.1444,-0.0165,2842.0,618.9927
2197.3222,0.0049,2836.0,613.1709
2211.4334,0.0018,2848.0,616.0473
2206.1444,-0.0061,2832.0,611.2764
2210.2778,0.0111,2859.0,622.7491
2168.7333,-0.0037,2852.0,618.9382
2195.5,-0.0049,2842.0,620.9509
2227.2444,0.0062,2842.0,610.6418
2213.9111,-0.0039,2832.0,617.5991
2172.3111,-0.0112,2851.0,616.48
2204.5,0.0023,2851.0,614.9991
2180.5556,0.0017,2839.0,617.5064
2197.3222,0.0062,2852.0,620.2518
2180.5556,-0.0051,2846.0,616.6255
2180.5556,0.0092,2855.0,620.6055
2206.1444,-0.0011,2837.0,603.11
2168.7333,-0.0125,2832.0,615.2509
2204.1555,-0.0095,2844.0,618.0764
2206.5777,0.0005,2858.0,618.0536
2213.9111,-0.0033,2847.0,617.2882
2213.9111,-0.0002,2845.0,623.0718
2172.3111,0.0005,2832.0,605.9036
2168.7333,0.0008,2844.0,614.0727
2172.3111,-0.011,2844.0,610.9945
2201.8666,0.0077,2857.0,614.4236
2201.8666,-0.0065,2845.0,610.1736
2060.66,-0.0057,2843.0,615.8473
2206.1444,-0.0078,2855.0,612.8964
2209.0889,-0.0095,2852.0,628.3527
2202.3556,-0.0132,2854.0,618.0636
2211.6,0.0102,2837.0,603.9709
2172.3111,0.0111,2852.0,622.2427
2206.1444,-0.0083,2843.0,621.6927
2201.8666,-0.0043,2846.0,610.7891
2213.9111,-0.0195,2847.0,618.1164
2215.5111,0.0111,2855.0,618.42
2201.0667,0.0009,2863.0,619.0327
2223.9,0.0061,2861.0,614.7945
2206.1444,-0.007,2843.0,608.12
2188.5444,-0.0269,2851.0,618.3364
2215.1778,-0.0007,2839.0,610.0409
2172.3111,-0.0007,2832.0,613.3891
2184.7222,-0.0072,2863.0,628.8636
2215.5111,0.0009,2839.0,610.2682
2247.3666,-0.0046,2836.0,612.1264
2215.5111,-0.0009,2847.0,615.5991
2194.9556,0.0071,2859.0,619.4909
2206.1444,0.0024,2842.0,609.6573
2189.3556,0.0014,2843.0,616.1045
2166.2111,0.0018,2832.0,608.4873
2226.3111,-0.0078,2852.0,612.67
2206.1444,0.0014,2852.0,615.0427
2226.3111,-0.0011,2842.0,613.0145
2223.9,0.0063,2837.0,609.7173
2218.6223,-0.0076,2847.0,611.4118
2153.9778,0.0233,2847.0,610.0382
2172.3111,-0.0046,2832.0,605.5936
2153.9778,0.017,2857.0,626.5491
2211.6,0.0041,2849.0,617.8882
2169.8334,-0.0192,2845.0,619.01
2201.8666,-0.0049,2836.0,608.9036
2146.7778,0.0077,2854.0,622.3882
2215.5111,0.0105,2847.0,618.19
2247.3666,0.0028,2845.0,613.5191
2203.4445,-0.005,2843.0,614.9327
2192.5556,-0.008,2847.0,619.0618
2194.9555,-0.0017,2847.0,616.7927
2226.0667,0.0031,2847.0,617.7618
2231.6111,-0.0068,2842.0,608.8064
2247.3666,0.0168,2816.0,609.9309
2169.8334,0.0101,2861.0,612.7718
2200.2,-0.007,2837.0,614.23
2219.7667,0.0018,2846.0,625.27
2249.2556,0.0015,2835.0,620.2973
2219.7667,-0.0108,2844.0,615.2391
2153.9778,-0.006,2845.0,611.2555
2249.2556,-0.0085,2846.0,622.3518
2254.7111,0.006,2846.0,615.4118
2194.9555,-0.0063,2853.0,625.8836
2254.7111,0.0127,2845.0,615.8436
2206.1444,-0.0068,2851.0,614.3073
2227.2222,-0.0095,2851.0,615.98
2213.9111,-0.0099,2847.0,619.2591
2153.9778,-0.0014,2853.0,614.7973
2231.6111,-0.0119,2849.0,621.3964
2211.5222,0.014,2847.0,614.8727
2276.4556,0.0069,2854.0,625.3982
2231.6111,-0.0068,2842.0,609.0227
2219.7667,-0.0102,2842.0,612.9818
2192.5556,0.0006,2847.0,615.0618
2219.7667,-0.0015,2849.0,619.5882
2226.0667,-0.012,2842.0,610.9591
2208.5222,0.0071,2854.0,620.2182
2200.2,-0.017,2858.0,620.8227
2147.1111,-0.0135,2844.0,612.7691
2233.6334,-0.0019,2898.0,623.4027
2231.6111,-0.0125,2851.0,615.1909
2168.7333,-0.0053,2855.0,614.4182
2200.2,0.0046,2847.0,610.4318
2227.2222,0.0051,2843.0,615.6636
2147.1111,0.0052,2849.0,619.0118
2231.6111,-0.017,2842.0,607.11
2231.6111,0.0094,2853.0,614.8418
2208.5222,-0.0207,2858.0,615.69
2200.2,0.0013,2842.0,610.5218
2147.1111,0.0059,2853.0,626.4436
2147.1111,-0.0051,2854.0,615.9573
2178.5889,0.0044,2835.0,619.4427
2203.4445,0.0076,2836.0,609.3291
2178.4667,-0.0152,2860.0,614.7491
2222.0111,-0.0034,2847.0,616.0691
2185.1,-0.0112,2881.0,622.1618
2244.9778,0.018,2892.0,623.9518
2200.2,-0.0013,2845.0,614.9182
2200.2,-0.0094,2842.0,618.2909
2178.4667,-0.0066,2898.0,631.0882
2219.7667,0.0018,2853.0,623.2973
2258.2778,-0.0088,2844.0,614.3318
2266.8333,-0.0136,2853.0,624.2391
2266.8333,0.0064,2846.0,620.7291
2186.9,-0.0088,2841.0,615.4582
2178.4667,-0.0175,2885.0,620.3545
2187.6667,0.0148,2837.0,613.8409
2249.2556,-0.0064,2842.0,609.3673
2266.8333,0.01,2895.0,619.4064
2250.3667,-0.0124,2849.0,619.1209
2176.4667,-0.0094,2838.0,612.6527
2200.2,-0.001,2853.0,622.3327
2219.7667,-0.0071,2847.0,619.7764
2187.6667,0.0072,2853.0,625.1518
2227.9778,-0.0064,2838.0,616.91
2200.2,-0.0261,2853.0,614.9409
2169.9444,0.0106,2879.0,623.4555
2169.9444,-0.0048,2835.0,618.2627
2169.9444,0.0016,2877.0,636.2836
2169.9444,0.0044,2835.0,608.2736
2169.9444,0.0028,2877.0,637.0109
2266.8333,-0.0055,2838.0,609.8255
2222.0111,-0.0057,2845.0,615.5473
2179.1111,-0.0026,2838.0,607.1145
2233.6334,-0.0058,2841.0,614.3691
2256.6,0.0043,2841.0,614.5955
2178.5889,0.0081,2838.0,609.3682
2249.2556,-0.0057,2835.0,622.8555
2249.2556,-0.0123,2852.0,622.8273
2249.2556,-0.0078,2844.0,617.6136
2137.6111,-0.0136,2826.0,621.4109
2256.6,0.0141,2853.0,620.9655
2276.4556,-0.0018,2837.0,613.4518
2260.7333,0.0067,2840.0,610.3245
2231.9555,-0.0062,2853.0,609.04
2244.9778,0.0099,2884.0,630.1173
2158.7,0.0009,2893.0,623.4845
2227.9778,-0.0005,2886.0,625.4955
2231.9555,0.0035,2845.0,613.5236
2186.9,-0.0117,2884.0,637.8373
2187.7888,-0.0114,2837.0,617.8509
2231.9555,0.003,2853.0,619.2082
2206.1444,-0.0033,2871.0,608.1736
2219.7667,-0.0059,2853.0,614.8373
2266.8333,-0.004,2841.0,615.4145
2269.2556,0.0006,2881.0,625.6264
2182.6222,0.0024,2835.0,625.6882
2276.4556,-0.0007,2840.0,615.8445
2211.4334,0.0021,2855.0,620.1991
2221.9778,0.0004,2838.0,612.3964
2147.1111,-0.0096,2835.0,620.1991
2222.0111,-0.0042,2846.0,621.9545
2276.4556,-0.0166,2841.0,616.5418
2193.3555,-0.0095,2846.0,621.2118
2260.7333,-0.0027,2885.0,622.0627
2185.1,-0.006,2847.0,616.7664
2165.0333,0.0047,2834.0,612.0355
2221.9778,-0.001,2876.0,619.2536
2137.6111,0.0025,2837.0,610.95
2266.8333,-0.0173,2835.0,618.0409
2222.0111,0.0049,2842.0,617.6055
2221.9778,0.0059,2889.0,622.6936
2260.7333,-0.0065,2838.0,614.2073
2231.6111,-0.0228,2853.0,615.0982
2231.6111,-0.0077,2867.0,613.4764
2201.0667,0.0038,2864.0,630.1364
2243.8556,-0.0038,2842.0,616.1364
2168.7,-0.0239,2898.0,618.5791
2178.5889,-0.0021,2898.0,620.24
2254.8667,0.0133,2826.0,616.4845
2244.5,-0.0019,2833.0,611.9391
2158.7,-0.004,2835.0,617.0345
2244.5,0.0163,2860.0,620.9573
2165.0333,0.0063,2838.0,614.6282
2165.0333,-0.0001,2885.0,622.3018
2185.1,-0.0056,2873.0,627.7145
2228.9445,-0.0056,2841.0,617.32
2260.7333,-0.0035,2840.0,612.7009
2168.7,-0.0073,2829.0,611.1355
2168.7,-0.0096,2834.0,614.7864
2209.9555,-0.0199,2875.0,629.9973
2179.1111,0.0038,2889.0,623.5636
2175.1222,0.0029,2881.0,621.7564
2170.7444,-0.01,2835.0,616.89
2228.9445,-0.0073,2838.0,622.7273
2243.8556,-0.0035,2846.0,615.4036
2244.5,0.0163,2837.0,612.6036
2182.0222,-0.0117,2881.0,630.1609
2188.5111,0.0043,2885.0,621.2755
2175.1222,0.0061,2881.0,625.3073
2175.1222,-0.0016,2834.0,609.3064
2241.1778,-0.0019,2874.0,614.3709
2175.1222,0.001,2872.0,632.0473
2170.7444,-0.0058,2885.0,618.4818
2228.9445,-0.0084,2841.0,613.5209
2168.7,0.0015,2834.0,616.1973
2183.0556,0.0014,2829.0,609.4973
2241.1778,-0.0253,2873.0,636.1309
2182.6222,-0.0174,2881.0,629.0873
2215.0222,-0.0002,2829.0,612.78
2175.2556,0.0063,2886.0,642.3273
2213.3444,-0.0003,2851.0,625.61
2175.2556,0.006,2881.0,618.1018
2186.9,-0.0074,2835.0,617.98
2215.0222,0.0032,2881.0,623.0245
2221.3667,-0.0039,2874.0,630.6764
2221.5667,0.0059,2892.0,624.1136
2260.2222,-0.0004,2839.0,605.1609
2188.5111,-0.002,2837.0,611.43
2226.5444,-0.0077,2879.0,633.3136
2231.9555,0.0023,2842.0,613.6673
2263.3222,0.0039,2858.0,611.5609
2241.1778,-0.0039,2835.0,611.2073
2243.8556,-0.0141,2853.0,609.7009
2244.9778,0.0105,2811.0,631.6664
2228.9445,-0.0077,2833.0,615.26
2241.1778,-0.0014,2833.0,616.9664
2172.1111,-0.0085,2872.0,620.8864
2222.0111,-0.0029,2849.0,619.0173
2260.2222,0.0058,2886.0,626.8564
2232.0778,-0.0026,2811.0,631.2527
2231.9555,0.0087,2845.0,618.2318
2170.7444,0.0066,2892.0,624.7109
2185.1,-0.0006,2893.0,622.6591
2183.0556,0.0042,2886.0,629.2973
2218.7778,-0.0013,2885.0,624.74
2188.5111,-0.0007,2874.0,625.6218
2260.2222,0.0118,2893.0,623.57
2218.7778,-0.0045,2838.0,611.4273
2239.7222,-0.0116,2833.0,614.11
2227.9778,-0.0012,2842.0,610.1709
2269.2556,0.012,2811.0,619.0327
2209.9555,-0.0042,2867.0,634.0909
2178.5889,0.0097,2838.0,614.5564
2170.7444,-0.0074,2867.0,632.7164
2221.3667,0.0033,2837.0,614.1373
2194.9555,-0.0152,2844.0,619.1891
2255.5222,0.0078,2852.0,622.3254
2172.8111,-0.006,2815.0,616.8427
2172.8111,0.0021,2828.0,621.7009
2165.5333,-0.0074,2837.0,601.38
2172.8111,-0.002,2854.0,625.5091
2246.0666,-0.0012,2828.0,622.5564
2172.8111,-0.0103,2831.0,622.6127
2243.8556,-0.0012,2838.0,617.1745
2226.4667,-0.0029,2842.0,610.2145
2172.8111,-0.001,2875.0,625.1473
2173.4889,0.0016,2822.0,622.2382
2173.4889,0.0012,2833.0,617.6191
2191.8445,-0.004,2856.0,625.3664
2199.6556,-0.0062,2829.0,609.8409
2199.6556,-0.0173,2870.0,615.9345
2173.4889,0.0145,2870.0,614.8055
2198.8556,-0.0001,2874.0,635.4745
2226.4667,-0.0085,2874.0,634.6191
2253.3444,0.0009,2829.0,618.9436
2175.2556,-0.0035,2875.0,624.7364
2195.3,0.0009,2881.0,621.1182
2171.8556,0.0067,2892.0,628.2791
2255.5222,0.0049,2828.0,619.0327
2173.4889,0.0095,2830.0,614.9964
2173.4889,0.0059,2845.0,640.5318
2172.8111,-0.0017,2854.0,618.6855
2199.6556,-0.0088,2875.0,632.0991
2198.8556,0.0052,2827.0,621.7909
2255.5222,0.0038,2889.0,626.8354
2175.2556,-0.0022,2881.0,627.7555
2171.8556,0.0008,2835.0,616.4091
2236.1111,0.0007,2870.0,617.3982
2164.3666,0.0009,2870.0,616.8073
2221.3667,0.0,2837.0,620.2
2173.2778,0.0,2837.0,616.6573
2201.6333,-0.0056,2860.0,619.0327
2167.0889,-0.0005,2822.0,623.0027
2199.6556,0.0102,2892.0,625.1691
2173.2778,0.0038,2815.0,622.8718
2236.1111,-0.0082,2875.0,626.1064
2191.8445,-0.0107,2835.0,616.7473
2173.2778,-0.0114,2835.0,621.9336
2173.2778,0.0054,2837.0,620.04
2236.1111,0.0032,2875.0,633.5082
2238.1444,0.0016,2874.0,625.8164
2211.4,0.0284,2875.0,640.1427
2173.2778,0.0079,2835.0,618.1809
2191.2111,-0.0086,2855.0,623.6309
2191.2111,-0.0048,2855.0,624.05
2162.1333,-0.0009,2842.0,620.7164
2173.4889,-0.0104,2874.0,626.9182
2162.1333,-0.0024,2889.0,620.9536
2208.9778,-0.0032,2836.0,623.2618
2173.4889,-0.0123,2835.0,620.5782
2173.2778,-0.0282,2878.0,639.29
2211.4,0.0056,2837.0,606.72
2226.4667,0.008,2822.0,619.3036
2208.9778,0.0033,2858.0,621.0973
2173.2778,-0.0033,2852.0,624.0073
2255.5222,0.0084,2835.0,613.5473
2200.1222,0.0009,2831.0,623.7427
2209.8,-0.0173,2828.0,622.6336
2209.1,-0.0014,2877.0,624.2064
2209.8,-0.0096,2883.0,632.8627
2209.1,-0.002,2883.0,632.1709
2209.8,-0.0125,2883.0,636.2818
2191.8445,0.0094,2893.0,625.6055
2208.9778,0.0098,2830.0,621.1345
2164.2667,0.0004,2815.0,622.54
2203.1667,0.0024,2878.0,634.9482
2199.6556,-0.0095,2852.0,623.9273
2197.2001,0.0259,2819.0,622.6782
2206.7999,0.003,2831.0,618.9518
2200.1222,0.0054,2881.0,622.76
2191.6445,-0.0132,2854.0,622.54
2209.8,0.0062,2828.0,620.0609
2202.4556,0.0064,2828.0,615.6464
2203.1667,-0.0028,2878.0,639.7155
2202.4556,0.0001,2828.0,619.3227
2202.4556,0.0084,2828.0,619.0355
2203.1667,0.0187,2824.0,618.9009
2203.1667,0.0196,2870.0,636.1564
2164.2667,-0.0007,2827.0,624.1291
2209.8,-0.005,2827.0,622.2127
2228.4778,0.0064,2835.0,624.47
2206.7999,0.0079,2835.0,613.0664
2209.1,0.002,2830.0,616.7591
2164.2667,-0.0035,2827.0,621.4527
2162.1333,-0.0053,2875.0,626.1973
2209.1,-0.0069,2823.0,617.9236
2162.1333,-0.0122,2834.0,615.6564
2164.3666,0.0028,2829.0,608.3682
2224.1889,0.0084,2815.0,623.3355
2211.4,-0.0059,2829.0,624.05
2209.1,0.0054,2877.0,624.6227
2203.1667,0.0168,2831.0,616.3273
2189.6778,0.0099,2879.0,629.3464
2189.6778,0.0192,2837.0,605.5527
2189.6778,0.0014,2858.0,623.9527
2208.9,0.004,2828.0,624.63
2189.6778,0.0123,2871.0,633.1882
2189.6778,0.0052,2830.0,617.2209
2205.2555,0.0018,2854.0,622.4309
2210.8556,0.0039,2823.0,622.9073
2210.8556,-0.0027,2879.0,626.2636
2236.1111,-0.0095,2822.0,620.5091
2210.8556,0.0039,2879.0,624.8955
