V1,V3,V5,V7,V8,V10
2180.7,0.0129,2901.0,632.4055,0.0003,68.3
2191.5667,0.0048,2887.0,628.7745,-0.0295,82.7
2170.9667,0.0027,2862.0,722.6018,-0.0112,103.8
2113.0778,0.0016,2856.0,630.5455,-0.013,237.5
2235.0556,-0.0048,2854.0,629.5182,-0.0172,59.5
2183.3111,-0.0027,2830.0,607.28,0.0221,212.8
2163.5889,0.0041,2820.0,608.2055,0.03,141.9
2141.0667,-0.0032,2867.0,638.2909,0.0077,41.0
2163.5889,-0.0022,2830.0,615.0545,-0.0123,44.4
2202.2889,0.0025,2849.0,621.8455,-0.0352,49.0
2230.7555,-0.0115,2834.0,613.6245,0.0119,181.2
2170.9667,0.0034,2820.0,610.93,-0.0268,80.1
2230.7555,0.0003,2847.0,620.47,-0.0205,193.3
2198.6889,0.0193,2900.0,619.0991,-0.0113,54.1
2183.1,0.0039,2849.0,618.6909,-0.0282,74.3
2183.3111,-0.0001,2847.0,626.4764,-0.0244,57.4
2230.7555,0.0037,2822.0,604.2545,0.0307,107.5
2231.4889,-0.0004,2857.0,622.8864,0.0566,76.5
2219.1333,-0.0072,2848.0,627.0336,-0.0169,172.6
2235.0556,0.0017,2867.0,637.8018,-0.0093,58.5
2173.6444,0.002,2858.0,625.4055,0.0314,60.7
2179.0778,-0.0066,2802.0,597.64,-0.016,81.9
2230.7555,-0.0027,2854.0,626.6873,-0.0126,158.2
2208.2334,0.0083,2873.0,609.2555,0.0012,130.4
2173.4556,0.0133,2859.0,625.5327,-0.003,127.3
2200.7333,-0.0051,2854.0,631.7055,-0.0138,197.5
2230.7555,-0.0183,2823.0,607.1127,0.0202,144.5
2180.7,-0.0088,2822.0,599.1809,0.0256,55.3
2183.3111,-0.0119,2820.0,603.3055,0.0236,131.6
2183.1,-0.0022,2837.0,616.2755,-0.0098,77.9
2189.6555,0.0057,2828.0,627.3036,-0.0082,80.5
2163.5889,-0.0065,2862.0,621.1327,0.0141,67.1
2183.3111,-0.0095,2847.0,618.1945,0.0232,163.8
2179.0778,0.0002,2857.0,623.7391,-0.0246,47.6
2207.0444,0.0083,2854.0,632.8191,-0.0369,89.6
2163.5778,-0.0165,2851.0,622.4927,-0.0481,27.8
2168.7222,0.0073,2822.0,616.2873,0.0048,84.4
2191.5667,-0.0075,2858.0,610.9564,-0.0025,180.6
2146.1111,-0.015,2851.0,624.0945,-0.0307,50.3
2200.7333,-0.0125,2857.0,626.01,-0.0227,53.8
2235.0556,-0.0134,2824.0,615.0109,0.0222,96.1
2163.5889,0.0088,2858.0,620.2091,0.0428,78.8
2180.7,0.0083,2858.0,623.0245,0.0608,115.1
2208.2334,0.0058,2906.0,630.3027,-0.0069,19.2
2148.6223,-0.0041,2834.0,611.4518,0.0265,193.4
2151.2,-0.0041,2906.0,628.6255,-0.0236,170.2
2180.7,-0.0056,2834.0,614.3436,-0.0087,48.0
2183.3111,0.0017,2847.0,619.1382,0.0264,164.7
2185.3334,0.0065,2849.0,621.46,-0.0393,74.2
2126.6555,-0.0005,2847.0,622.2264,-0.0148,202.0
2235.0556,-0.0029,2858.0,614.0309,-0.0091,66.1
2219.1333,-0.0112,2824.0,611.6564,-0.0009,102.0
2155.6333,-0.0095,2852.0,627.9518,-0.0184,116.9
2163.5889,0.0061,2857.0,618.1518,0.0395,56.0
2180.8333,-0.0037,2858.0,610.2118,0.0132,46.5
2219.1333,-0.0032,2830.0,612.7173,-0.0157,144.1
2183.3444,0.0059,2856.0,620.1236,-0.0064,192.2
2173.6444,-0.0081,2851.0,619.0327,-0.0098,145.7
2208.2334,0.0117,2852.0,632.4409,-0.0197,169.8
2208.2667,-0.0013,2858.0,615.7736,0.0485,61.0
2234.5222,-0.0039,2862.0,622.3282,-0.0073,75.1
2219.1333,0.0133,2852.0,629.6309,-0.0223,108.4
2201.8222,0.0025,2828.0,618.6318,0.0464,83.9
2170.9667,0.0005,2859.0,636.8255,-0.039,158.9
2183.3111,-0.017,2822.0,598.9773,0.0059,174.1
2180.7,-0.0024,2822.0,608.9145,0.0134,137.8
2173.6444,-0.0001,2861.0,630.8345,0.0057,152.1
2183.3111,-0.0002,2847.0,619.4391,0.0162,90.2
2167.2,-0.0013,2873.0,608.2918,-0.0144,213.0
2146.1111,0.0021,2857.0,623.2545,-0.03,65.3
2234.5222,-0.0027,2858.0,626.9036,-0.0043,95.6
2167.2,-0.0044,2843.0,627.2873,0.0407,109.4
2124.8444,0.0044,2873.0,609.9782,-0.0401,173.5
2167.2,-0.0046,2871.0,608.98,-0.0069,143.2
2235.0556,-0.006,2859.0,624.8609,0.0229,181.0
2208.2334,0.0052,2856.0,621.1873,-0.0108,219.8
2253.5111,-0.0082,2856.0,618.3145,-0.0317,105.9
2235.0556,0.0017,2856.0,621.9,-0.0195,67.8
2141.0667,-0.0284,2852.0,627.89,-0.0348,83.3
2235.0556,-0.0005,2856.0,622.3391,-0.0249,105.9
2162.8445,-0.0059,2858.0,621.9036,-0.015,78.5
2235.0556,-0.0029,2873.0,616.4682,-0.0295,127.1
2183.3444,-0.0069,2848.0,630.2764,-0.0266,58.9
2180.7,0.0039,2834.0,614.3736,-0.0259,77.9
2220.4778,-0.0218,2859.0,623.6409,0.0239,84.5
2202.2889,0.0028,2853.0,625.0591,-0.0428,77.4
2183.3444,0.0013,2843.0,626.5164,0.0045,158.9
2155.6333,-0.0063,2833.0,622.3064,-0.0182,71.5
2201.8222,0.0049,2822.0,604.5018,0.0123,195.6
2167.2,-0.0062,2888.0,624.4264,0.0399,103.7
2242.8555,-0.0003,2856.0,621.93,-0.0061,178.0
2216.4778,0.0009,2858.0,621.2182,0.0186,123.8
2242.8555,-0.0049,2867.0,636.9327,0.0955,229.7
2216.4778,-0.0124,2855.0,632.3891,0.0178,180.0
2228.4444,0.0092,2843.0,618.4909,0.0127,119.3
2167.2,-0.0059,2824.0,612.5264,0.0093,203.7
2216.4778,0.0095,2856.0,623.5055,-0.0023,235.4
2216.4778,0.0027,2852.0,621.4736,0.0125,186.2
2216.4778,0.0061,2858.0,620.8191,-0.0011,227.9
2163.8667,-0.0056,2820.0,606.4245,0.0239,116.1
2235.0556,-0.0045,2858.0,619.9809,0.0379,147.4
2216.4778,0.0064,2856.0,618.0582,-0.0085,74.7
2155.6333,0.0068,2852.0,632.0682,-0.0295,89.1
2180.7,0.0037,2848.0,628.3673,-0.0326,202.4
2126.6555,-0.0087,2852.0,632.7045,-0.0024,137.4
2124.8444,-0.0159,2858.0,614.2173,-0.0046,52.3
2164.3,-0.0051,2876.0,617.7045,-0.008,140.1
2164.3,0.0055,2867.0,620.9682,-0.0122,25.2
2253.5111,-0.0021,2836.0,638.6918,0.0442,69.9
2162.8445,0.0013,2906.0,633.7809,-0.0133,200.3
2167.2,-0.0018,2840.0,625.5182,0.0173,82.9
2242.8555,0.0008,2846.0,612.5955,0.0699,39.2
2180.7,0.0027,2826.0,614.0973,0.0381,143.4
2167.2,0.0039,2855.0,623.5655,0.0396,42.0
2242.8555,0.0167,2858.0,617.51,-0.0032,129.5
2220.4778,0.0013,2881.0,629.2227,0.0398,194.3
2242.8555,0.0151,2848.0,615.8836,0.0367,105.1
2216.4778,-0.0072,2848.0,629.4591,-0.022,86.3
2141.0667,0.0003,2848.0,629.3836,-0.0277,156.8
2164.3,0.0044,2870.0,618.6027,0.0028,93.2
2201.8222,-0.0074,2830.0,611.0564,0.0225,118.6
2155.6333,-0.0096,2824.0,613.0645,0.0234,96.8
2228.4444,0.004,2840.0,623.1245,0.0678,62.3
2159.0556,-0.002,2836.0,631.5455,0.0089,177.8
2124.8444,0.0001,2856.0,619.3682,-0.0134,76.8
2183.3444,-0.0064,2858.0,625.87,-0.0215,128.2
2159.0556,-0.0005,2852.0,624.8355,-0.0116,66.2
2179.0778,0.0089,2848.0,621.4336,-0.023,90.8
2173.4556,0.0017,2828.0,631.4182,0.0401,77.8
2171.8222,-0.0208,2875.0,618.26,-0.0043,124.5
2160.6,-0.0035,2867.0,618.6555,-0.0128,145.7
2159.0556,-0.0068,2857.0,642.9791,0.0204,112.0
2238.4556,0.0101,2843.0,619.8982,0.0047,225.6
2242.8555,0.003,2836.0,636.4473,0.0484,87.6
2159.0556,0.0036,2867.0,640.9773,-0.0248,190.0
2159.0556,0.0008,2801.0,620.2973,-0.0169,131.9
2167.2,-0.0032,2873.0,616.4055,0.0496,49.7
2159.0556,-0.0055,2881.0,622.8064,0.0612,191.0
2160.6,0.0011,2873.0,611.3055,-0.0027,207.9
2242.8555,0.0049,2843.0,620.8036,0.0544,131.4
2179.0778,0.0043,2822.0,607.7191,0.027,133.4
2124.8444,-0.0186,2822.0,608.5464,-0.0078,149.4
2159.0556,-0.0041,2888.0,619.8764,0.0046,147.8
2124.8444,-0.0155,2848.0,632.8255,-0.0185,140.8
2173.6444,0.0057,2858.0,615.8309,0.0686,71.7
2164.3,0.004,2887.0,626.8518,0.035,65.7
2201.8222,-0.0007,2866.0,611.8673,-0.0311,196.9
2231.4889,0.0142,2857.0,626.4636,-0.0081,65.9
2200.0666,-0.0269,2873.0,612.9009,0.0279,151.2
2200.0666,0.0094,2846.0,619.9627,-0.0004,131.1
2173.4556,0.0101,2863.0,613.7745,0.0498,97.9
2200.0666,-0.0053,2872.0,624.3609,0.0171,119.5
2172.4,0.0001,2855.0,631.1409,0.0325,140.3
2200.0666,-0.002,2892.0,630.9964,-0.0071,163.0
2113.0778,0.0018,2847.0,621.8645,-0.0006,63.4
2172.4,-0.0004,2881.0,626.9073,0.021,117.7
2160.6,-0.0097,2852.0,625.4764,0.0705,49.0
2171.8556,0.001,2888.0,621.7755,0.019,118.9
2171.8556,0.0034,2906.0,629.4336,-0.0101,87.0
2171.8556,-0.0031,2888.0,620.3591,0.0113,130.2
2171.8556,-0.0075,2872.0,623.5282,0.0123,125.3
2171.8556,-0.0164,2836.0,639.1845,0.0067,72.0
2171.8556,-0.0001,2892.0,629.9627,0.0269,122.0
2171.8556,-0.001,2855.0,630.2418,0.0426,59.5
2183.5,-0.0009,2888.0,625.8764,0.0136,173.7
2217.8667,0.0031,2888.0,622.1527,0.0174,184.1
2171.8556,0.0065,2882.0,624.5273,0.0063,155.1
2201.0667,0.007,2831.0,610.0327,-0.0153,186.7
2200.0666,-0.0018,2873.0,622.7636,0.0096,181.7
2201.0667,0.002,2889.0,629.1618,-0.0164,74.9
2217.8667,-0.0039,2848.0,623.5809,-0.0225,123.9
2167.9444,0.0009,2917.0,612.2945,-0.0286,85.6
2214.9333,0.002,2843.0,620.2836,0.0372,141.9
2167.9444,-0.0033,2875.0,615.0209,0.0137,171.1
2183.5,0.0074,2882.0,624.5591,0.0492,75.9
2167.9444,0.0045,2837.0,609.7055,-0.0114,79.9
2171.8556,0.0092,2888.0,617.5736,0.0407,78.5
2184.8889,0.0129,2834.0,609.3154,-0.002,56.8
2217.8667,-0.0037,2855.0,628.0245,0.0136,54.4
2172.9667,0.0084,2826.0,617.3736,0.0206,40.3
2201.0667,0.0052,2846.0,621.0364,-0.001,179.8
2167.9444,0.0054,2831.0,615.5964,0.0308,169.7
2184.8889,0.0066,2852.0,625.4464,0.0175,195.1
2167.9444,0.0037,2847.0,614.3482,-0.0049,124.3
2171.3222,0.0036,2875.0,608.5064,0.0397,53.9
2172.4,-0.0023,2881.0,621.1009,-0.0145,228.3
2236.0667,0.0168,2858.0,612.4227,-0.0131,78.4
2233.1556,-0.0028,2843.0,621.1827,0.0062,122.6
2183.5,0.0095,2845.0,626.2764,-0.0169,180.6
2214.9333,0.0213,2907.0,622.13,0.0162,228.2
2217.8667,-0.001,2848.0,619.0773,-0.0254,115.2
2184.8889,0.01,2811.0,608.9627,0.011,206.6
2171.3222,-0.006,2846.0,615.8336,0.0165,166.9
2171.3222,-0.0073,2836.0,638.8982,0.041,164.9
2214.9333,0.0132,2847.0,614.6582,-0.0005,56.6
2236.0667,0.021,2852.0,624.8482,0.0295,102.7
2236.0667,0.0085,2888.0,620.9536,0.0097,154.9
2201.0667,0.0114,2852.0,629.52,0.0044,66.3
2233.1556,0.0055,2917.0,617.8582,0.001,31.3
2229.3333,0.0083,2855.0,624.3673,0.0031,88.0
2171.8556,0.0073,2848.0,621.1573,0.0078,123.7
2233.1556,0.0016,2852.0,624.1364,-0.0355,94.8
2165.8666,-0.0019,2852.0,628.5682,0.0591,116.2
2233.1556,0.0029,2836.0,637.7273,0.0394,51.0
2165.8666,0.0196,2834.0,617.0864,-0.02,183.2
2229.3333,0.0098,2859.0,616.3455,0.0511,66.8
2229.3333,-0.0032,2852.0,631.2273,-0.0312,171.4
2217.8111,-0.0054,2843.0,619.0509,0.0217,101.4
2167.9444,0.0031,2875.0,616.9518,0.001,99.9
2217.8111,0.0085,2872.0,612.9909,0.0298,113.7
2236.0667,0.0131,2859.0,623.0164,0.019,218.4
2217.8667,0.0135,2831.0,604.2909,0.0113,101.3
2233.1556,-0.0026,2875.0,614.9545,0.0281,117.2
2171.3222,-0.0044,2882.0,622.3454,0.0106,85.9
2214.9333,0.0048,2876.0,615.5391,0.0078,135.1
2229.3333,0.0192,2837.0,617.2527,-0.0199,68.5
2159.0556,0.0061,2843.0,620.3482,0.0106,69.8
2201.0667,0.0149,2870.0,616.0609,0.0167,288.2
2217.8111,0.0121,2881.0,620.5609,0.0287,180.9
2214.9333,0.0191,2907.0,626.5382,0.0446,120.3
2184.8889,0.0013,2917.0,616.8555,-0.0037,98.3
2229.3333,0.0046,2847.0,623.5209,0.0013,79.8
2233.1556,-0.0178,2852.0,625.6173,0.0128,151.1
2233.1556,-0.0014,2858.0,615.54,0.0328,85.9
2233.1556,0.0169,2849.0,623.1227,0.0079,26.0
2184.8889,0.0084,2881.0,620.6073,0.0159,140.3
2217.8111,0.0142,2831.0,609.9518,0.0047,167.7
2233.1556,0.0034,2831.0,616.0982,0.0142,136.3
2171.3222,-0.0043,2872.0,611.1618,-0.0035,176.9
2159.0556,-0.0017,2881.0,623.8455,0.0487,113.4
2215.3889,-0.0072,2916.0,626.1136,-0.0062,90.9
2165.8666,-0.0002,2840.0,619.2455,0.0209,133.0
2215.3889,-0.0094,2843.0,622.3291,0.0253,44.6
2165.8666,-0.0121,2908.0,627.6891,-0.0116,22.7
2179.2,-0.0058,2834.0,611.5064,-0.0089,180.2
2215.3889,0.0039,2831.0,622.6064,-0.0101,78.6
2233.1556,-0.0069,2847.0,615.1736,0.0209,49.8
2215.3889,-0.002,2876.0,621.0655,0.0107,210.6
2172.2778,-0.0072,2907.0,621.0409,-0.018,75.6
2184.8889,0.0035,2876.0,616.5555,0.011,170.5
2201.0667,0.0224,2840.0,619.4191,0.0459,106.5
2214.9333,0.0145,2836.0,635.27,0.0485,131.3
2242.4333,0.0309,2831.0,603.1609,0.0141,158.5
2150.5889,0.0217,2845.0,620.6755,0.0135,51.7
2205.7222,-0.0026,2847.0,616.8809,0.001,212.9
2227.2444,0.0022,2915.0,621.7109,-0.0066,105.5
2179.2,0.0077,2854.0,635.0691,0.0121,96.9
2205.7222,-0.0043,2855.0,621.1236,0.0139,117.7
2220.4001,0.0126,2872.0,612.6255,0.0573,99.9
2214.9333,0.0051,2843.0,615.5036,0.0367,35.3
2205.7222,-0.0055,2872.0,618.6591,-0.025,39.1
2171.3222,0.0132,2907.0,622.9718,0.0221,31.2
2229.3333,-0.0077,2848.0,621.5136,-0.0071,184.6
2171.3222,0.0057,2873.0,616.2027,0.0032,22.2
2205.7222,0.0121,2843.0,624.4927,0.022,23.7
2215.3889,-0.0087,2845.0,622.0164,-0.0008,74.3
2205.7222,0.0091,2834.0,614.48,-0.0064,235.6
2201.0667,0.0174,2881.0,624.2164,0.0493,165.1
2205.7222,-0.0045,2847.0,612.2991,-0.022,211.7
2216.5111,0.0022,2845.0,611.4536,0.0167,182.0
2216.5111,0.0024,2840.0,610.2491,-0.0028,237.3
2221.5333,0.0005,2872.0,615.16,0.0127,186.4
2236.0667,0.0005,2855.0,626.5509,0.0243,137.7
2229.3333,0.0197,2852.0,625.9664,0.0739,87.9
2205.7222,0.0056,2881.0,623.1118,0.0284,56.0
2227.2444,-0.0064,2872.0,611.07,0.002,78.8
2198.2667,-0.0022,2851.0,610.1918,-0.0368,163.5
2173.6222,-0.0084,2872.0,611.0745,-0.0033,127.9
2210.9778,-0.0119,2903.0,622.0282,0.0144,45.4
2210.9778,-0.0023,2903.0,610.2209,-0.0379,272.2
2216.5111,-0.0024,2915.0,627.37,0.033,81.3
2210.9778,0.0025,2915.0,613.8673,-0.035,61.1
2250.7445,-0.0014,2845.0,614.7755,0.0092,149.8
2242.4333,0.0015,2876.0,613.1891,-0.0061,142.5
2216.6778,0.0023,2903.0,615.4427,-0.0089,123.3
2250.7445,-0.0006,2851.0,609.5373,-0.0115,26.2
2210.9778,-0.0002,2835.0,613.0527,-0.0112,185.3
2210.9778,-0.0005,2903.0,620.6318,-0.0227,190.8
2210.9778,-0.001,2845.0,616.2891,0.0232,178.5
2218.6333,0.0016,2851.0,613.65,-0.037,119.0
2189.2333,-0.0021,2915.0,625.1182,0.0216,132.4
2136.4111,-0.0041,2856.0,607.6045,0.0049,81.8
2136.4111,0.0057,2856.0,612.7727,0.0155,137.8
2189.8778,-0.0028,2856.0,607.8655,0.0221,26.3
2151.6889,0.0069,2866.0,620.9945,0.0012,165.7
2136.4111,0.0157,2855.0,617.3827,-0.0211,124.3
2201.3556,-0.0035,2851.0,614.98,0.0192,136.2
2189.8778,0.015,2866.0,624.3436,0.0348,123.7
2162.7556,-0.0055,2829.0,614.3364,-0.0301,108.9
2203.4556,-0.0024,2845.0,605.1855,-0.0166,85.5
2136.4111,-0.0029,2866.0,621.9918,0.0158,26.2
2189.8778,0.0147,2864.0,622.7709,0.0099,259.6
2203.4556,0.0013,2827.0,611.8291,0.0421,236.7
2203.4556,0.0084,2851.0,608.5273,0.0338,173.1
2219.3445,0.0035,2855.0,616.8382,-0.0064,161.7
2189.8778,-0.0002,2889.0,620.9591,0.0067,66.3
2162.7556,0.0004,2841.0,615.8945,-0.0135,167.4
2251.8222,-0.0034,2841.0,610.31,-0.0171,106.6
2223.2778,-0.0121,2870.0,619.9473,0.0122,36.0
2146.9111,-0.009,2851.0,608.9991,0.0449,64.6
2203.4556,-0.0127,2851.0,607.7591,0.0062,43.9
2210.9778,0.0101,2835.0,609.7955,0.0269,58.5
2210.9778,-0.0105,2840.0,614.6836,-0.0115,24.4
2151.6889,-0.004,2866.0,621.0273,0.0161,164.5
2162.7556,-0.0087,2861.0,619.1118,0.0776,57.2
2155.3111,0.001,2866.0,619.2855,0.0175,50.1
2151.6889,-0.0153,2861.0,621.7627,0.0338,59.9
2155.3111,0.0027,2864.0,629.2245,-0.0413,74.5
2145.4555,0.0032,2866.0,621.6682,0.0149,108.4
2155.3111,-0.0075,2864.0,633.63,-0.0287,44.0
2210.9778,-0.0046,2840.0,609.1327,0.0026,40.3
2155.3111,0.0147,2864.0,620.2036,0.0024,100.1
2117.5889,-0.005,2855.0,602.7573,0.0145,188.6
2155.3111,-0.0101,2856.0,603.6964,0.0336,111.8
2146.9111,-0.0123,2841.0,609.5964,0.0067,177.6
2136.4111,-0.0022,2864.0,621.2945,0.0014,77.5
2245.3667,-0.0069,2851.0,612.0836,-0.0027,90.5
2190.1555,0.0084,2860.0,607.9973,-0.0255,98.2
2127.9555,-0.0151,2855.0,615.3527,-0.0055,66.3
2130.0556,-0.0066,2844.0,602.5245,-0.0003,115.7
2181.0444,0.0057,2864.0,626.0473,-0.041,85.0
2127.9555,-0.0039,2855.0,600.9945,-0.0123,77.9
2190.1555,0.0049,2844.0,597.5827,0.0054,92.9
2174.7555,0.009,2850.0,608.2536,0.0118,199.0
2190.1555,-0.0018,2860.0,607.2564,0.0091,106.5
2211.7222,0.0022,2855.0,603.1855,-0.0087,173.9
2190.1555,-0.0056,2855.0,614.7909,-0.0045,101.3
2117.5889,0.0006,2864.0,622.94,0.0202,103.6
2190.1555,-0.0178,2860.0,603.3855,-0.0478,122.0
2130.0556,-0.0171,2849.0,609.0964,-0.0094,100.6
2181.0444,-0.0025,2860.0,607.8209,0.0012,47.5
2181.0444,0.006,2856.0,604.4609,0.0132,74.3
2169.1111,0.0055,2860.0,607.15,0.0459,131.0
2175.9667,0.0007,2849.0,621.6736,0.1195,178.0
2175.9667,0.0107,2887.0,614.2282,0.1154,119.4
2181.0444,0.0057,2860.0,614.4182,-0.0037,50.9
2197.5222,0.0077,2860.0,608.7455,0.0274,60.1
2197.5222,0.0086,2860.0,605.6191,0.0193,91.8
2197.5222,-0.0165,2856.0,602.2455,0.0122,89.8
2127.9555,-0.0166,2855.0,599.4918,0.0083,164.7
2174.7555,-0.0148,2850.0,616.6045,0.0038,153.2
2169.1111,0.0036,2864.0,629.2173,-0.0036,197.1
2190.1555,-0.0002,2850.0,613.2036,0.0063,53.3
2194.5889,0.0057,2850.0,614.1945,-0.0201,74.3
2194.5889,0.0055,2860.0,604.56,-0.029,71.6
2170.0666,-0.0008,2844.0,612.88,0.0134,79.6
2218.6333,-0.0035,2840.0,619.8009,0.0007,64.2
2194.5889,0.0126,2865.0,625.2027,0.1183,103.5
2175.9667,0.0159,2865.0,620.8736,0.1216,176.9
2204.5445,0.0023,2860.0,612.1618,0.019,152.7
2188.7222,0.0087,2864.0,629.0055,-0.049,101.8
2204.5445,0.0153,2865.0,628.4936,-0.0025,147.9
2194.8,0.008,2856.0,605.2627,0.0279,219.2
2194.5889,0.0047,2851.0,616.6082,0.1437,115.2
2194.8,-0.0086,2869.0,628.8145,0.1329,148.7
2204.5445,0.0057,2850.0,620.2036,-0.0069,73.1
2204.5445,0.0055,2860.0,606.3127,0.0047,178.5
2187.8111,0.0053,2860.0,610.4427,0.001,88.7
2220.0445,0.0032,2860.0,606.7773,-0.0099,75.5
2216.7333,0.0129,2862.0,619.0327,0.0259,173.7
2188.7222,-0.0078,2857.0,624.4691,0.0061,73.5
2187.8111,0.0145,2860.0,604.5945,0.0075,94.5
2134.7445,0.0018,2856.0,603.3536,0.019,173.2
2188.6,-0.0209,2888.0,628.6691,0.115,159.2
2216.7333,0.0075,2887.0,615.24,0.0467,188.9
2187.8111,0.0079,2860.0,610.1827,-0.0283,86.0
2224.6778,-0.0076,2855.0,602.4882,-0.0043,99.6
2194.5889,0.0003,2849.0,609.8382,0.1129,149.2
2204.5445,-0.0028,2844.0,612.0,0.101,186.1
2188.7111,0.0089,2856.0,615.4,0.0959,116.7
2218.9445,0.0059,2844.0,601.0855,0.0062,78.7
2170.0666,0.0025,2860.0,613.7491,0.0051,172.7
2218.8778,0.0132,2887.0,612.6782,0.0988,133.0
2194.5889,-0.0091,2889.0,626.1364,0.0435,187.0
2202.1222,0.0075,2844.0,608.4891,0.0099,33.5
2216.7333,-0.004,2887.0,615.0336,0.1055,187.2
2170.0666,0.0062,2854.0,611.2636,0.0176,96.0
2205.7445,0.0,2863.0,620.2727,0.0196,182.0
2205.7445,-0.0024,2887.0,607.6118,0.1173,73.7
2189.8111,0.0121,2858.0,606.64,0.0127,158.9
2210.7778,0.0006,2855.0,609.7309,0.0245,70.3
2224.6778,0.0094,2873.0,615.3709,0.0142,46.8
2204.2333,0.0181,2862.0,622.3754,0.0137,146.7
2224.6778,0.0031,2855.0,602.2764,0.0089,101.7
2225.0222,0.0063,2858.0,621.4909,-0.0253,251.0
2204.2333,0.0106,2862.0,616.7427,0.0137,57.5
2202.2556,-0.0135,2865.0,632.4427,0.0051,96.2
2224.6778,0.0056,2856.0,613.2691,0.0276,178.5
2220.0445,-0.0119,2863.0,621.3818,-0.0015,105.4
2224.6778,0.007,2855.0,607.8527,0.0192,47.1
2246.5778,0.005,2850.0,619.1218,0.02,80.5
2195.6667,0.0066,2862.0,619.0327,0.0228,124.8
2205.7,0.007,2858.0,612.5791,-0.017,54.4
2200.2333,0.0157,2858.0,617.5227,-0.0218,180.8
2214.2889,-0.013,2858.0,615.1355,-0.0082,88.1
2212.8667,-0.008,2867.0,610.0209,0.0175,174.7
2200.9556,-0.013,2843.0,614.8745,0.0268,82.9
2218.8778,0.0096,2858.0,623.8118,-0.0237,22.5
2200.9556,0.0075,2843.0,619.0055,0.0378,238.6
2204.2333,0.0147,2844.0,602.4273,0.0838,162.0
2205.7445,0.012,2887.0,604.3091,0.1048,136.8
2189.5777,0.0135,2858.0,612.6745,0.0091,90.3
2199.6334,-0.006,2871.0,610.1727,0.0298,147.9
2114.6667,0.0057,2860.0,613.6691,0.0824,138.3
2134.7445,0.0076,2860.0,614.1809,0.0998,69.6
2175.3445,-0.0063,2849.0,619.6609,0.0055,140.8
2127.9555,-0.0017,2872.0,614.5045,0.0001,154.6
2114.6667,0.0045,2859.0,618.57,-0.0279,185.6
2214.1667,0.0061,2835.0,616.5918,0.0307,199.4
2188.6,-0.0084,2855.0,619.3664,-0.006,142.5
2246.5778,-0.0038,2885.0,622.5282,0.0049,35.4
2208.6556,0.0002,2865.0,625.5318,0.0133,126.4
2189.3556,-0.0086,2837.0,621.2918,0.0076,27.4
2192.0,-0.005,2811.0,610.1845,0.0095,78.7
2200.9556,0.0125,2843.0,616.3182,0.0832,219.6
2199.6334,0.0121,2851.0,610.4409,0.1112,173.2
2200.2333,0.0053,2843.0,631.5973,-0.0309,159.8
2199.6334,-0.0064,2848.0,601.6373,0.0065,116.6
2212.8667,-0.0023,2861.0,610.0045,-0.0341,111.6
2240.8666,0.0129,2843.0,621.2936,-0.0056,98.2
2213.5111,0.001,2816.0,614.9255,-0.003,41.9
2189.3556,0.0037,2867.0,616.6809,-0.0031,40.4
2196.0,0.0044,2861.0,616.1964,-0.0157,51.3
2196.0,0.009,2837.0,616.2455,0.0162,92.6
2189.3556,-0.0026,2861.0,607.5609,0.0107,76.1
2240.8666,0.0084,2816.0,608.2927,-0.016,189.2
2187.4111,0.0005,2867.0,630.5391,-0.0503,76.5
2187.4111,0.0107,2837.0,615.07,0.0252,61.5
2196.0,-0.0018,2859.0,625.17,0.1246,53.1
2211.7778,-0.0033,2872.0,621.4209,0.1235,125.3
2191.1333,-0.0066,2846.0,612.1136,0.0042,105.0
2211.7778,0.0042,2867.0,620.6,-0.0056,47.5
2216.5,0.001,2846.0,609.4491,0.0249,64.4
2216.5,0.0,2839.0,609.1464,0.0065,204.0
2202.5556,-0.0027,2855.0,617.5182,-0.0222,189.8
2200.9889,-0.0048,2855.0,617.9727,-0.0106,175.9
2315.2667,0.0041,2871.0,607.29,0.0123,74.5
2213.2111,-0.0093,2845.0,606.7327,0.0258,118.6
2171.5,0.015,2816.0,608.6746,0.0025,139.5
2171.5,-0.0099,2863.0,624.53,-0.0223,103.1
2187.4111,0.0062,2839.0,609.7473,-0.0103,37.5
2195.6667,-0.0096,2863.0,620.4891,0.0323,97.4
2213.5111,0.005,2858.0,613.9027,0.0167,65.4
2200.9889,0.0046,2857.0,615.2027,0.0246,57.6
2192.3778,0.0037,2872.0,613.1155,0.0341,112.6
2171.5,0.0112,2837.0,612.1882,0.0159,142.0
2192.3778,-0.005,2837.0,620.6382,0.0341,109.1
2180.5556,-0.0045,2863.0,629.1091,-0.0052,101.6
2210.2778,-0.0146,2844.0,614.6945,0.0302,228.9
2191.1333,-0.0008,2839.0,610.1855,-0.0051,92.3
2216.5,0.0044,2859.0,621.1927,0.0174,62.0
2171.5,0.0006,2855.0,617.8755,-0.029,83.9
2216.5,-0.0017,2837.0,611.5745,0.0102,106.8
2180.5556,0.0034,2846.0,610.4873,-0.0201,138.1
2171.5,0.0028,2863.0,628.8536,0.0195,203.9
2200.9889,-0.0127,2842.0,610.5555,-0.0175,60.1
2206.5777,-0.0055,2852.0,616.1073,0.1,220.5
2210.2778,0.0076,2867.0,612.7691,-0.0249,112.2
2200.9889,0.0058,2846.0,612.8636,-0.0356,114.6
