V1,V2,V3,V4,V5,V6
2173.4556,110.5422,0.0034,2.6333,2859.0,13.7289
2172.1223,100.2533,0.0082,2.4222,2858.0,12.1947
2172.1223,100.2533,0.0031,1.6111,2859.0,12.8055
2170.9667,104.9756,0.0064,2.6444,2901.0,23.33
2180.7,98.9367,0.0129,2.0444,2901.0,20.0736
2191.5667,104.4511,0.0048,2.6889,2887.0,14.7982
2170.9667,104.9756,0.0027,2.1111,2862.0,188.0923
2113.0778,97.92,0.0016,2.5222,2856.0,12.0856
2235.0556,109.9856,-0.0048,2.6333,2854.0,12.9186
2183.3111,102.8467,-0.0027,1.9778,2830.0,11.5227
2163.5889,104.8333,0.0041,2.0333,2820.0,15.0145
2141.0667,98.3344,-0.0032,2.6111,2867.0,11.4596
2163.5889,104.8333,-0.0022,2.9222,2830.0,8.8144
2202.2889,94.8922,0.0025,2.5333,2849.0,12.9063
2230.7555,111.5489,-0.0115,2.0,2834.0,15.5991
2170.9667,104.9756,0.0034,2.3778,2820.0,22.5923
2230.7555,111.5489,0.0003,2.6111,2847.0,16.7036
2198.6889,98.0211,0.0193,1.9667,2900.0,14.3136
2183.1,111.89,0.0039,2.4444,2849.0,16.1673
2183.3111,102.8467,-0.0001,2.2333,2847.0,15.5682
2230.7555,111.5489,0.0037,2.1,2822.0,12.8946
2231.4889,94.1256,-0.0004,2.1778,2857.0,10.8401
2219.1333,97.9378,-0.0072,2.0222,2848.0,12.037
2235.0556,109.9856,0.0017,3.0667,2867.0,9.7001
2173.6444,101.5667,0.002,2.5556,2858.0,7.8558
2179.0778,99.33,-0.0066,2.6111,2802.0,23.5409
2230.7555,111.5489,-0.0027,2.3889,2854.0,16.6263
2208.2334,110.19,0.0083,2.8333,2873.0,13.4554
2173.4556,110.5422,0.0133,2.5889,2859.0,13.0423
2200.7333,95.3311,-0.0051,2.2778,2854.0,11.2733
2230.7555,111.5489,-0.0183,2.3889,2823.0,16.5391
2180.7,98.9367,-0.0088,2.6,2822.0,24.3473
2183.3111,102.8467,-0.0119,1.5444,2820.0,12.6869
2183.1,111.89,-0.0022,2.7667,2837.0,13.4236
2189.6555,98.0433,0.0057,2.5556,2828.0,7.6619
2163.5889,104.8333,-0.0065,2.6778,2862.0,11.5991
2183.3111,102.8467,-0.0095,2.6444,2847.0,18.5328
2179.0778,99.33,0.0002,2.4667,2857.0,16.5918
2207.0444,97.0189,0.0083,2.5667,2854.0,11.4445
2163.5778,105.0833,-0.0165,2.5556,2851.0,17.1182
2168.7222,106.7589,0.0073,2.3222,2822.0,5.1158
2191.5667,104.4511,-0.0075,2.2889,2858.0,12.7122
2146.1111,100.7244,-0.015,2.7556,2851.0,15.0473
2200.7333,95.3311,-0.0125,2.0889,2857.0,13.1382
2235.0556,109.9856,-0.0134,2.1444,2824.0,8.0984
2163.5889,104.8333,0.0088,2.4222,2858.0,11.6468
2180.7,98.9367,0.0083,2.1778,2858.0,11.923
2208.2334,110.19,0.0058,3.1222,2906.0,19.4473
2148.6223,107.9122,-0.0041,1.5333,2834.0,15.1018
2151.2,100.5622,-0.0041,2.5,2906.0,12.239
2180.7,98.9367,-0.0056,2.9111,2834.0,13.0755
2183.3111,102.8467,0.0017,2.0778,2847.0,18.7391
2185.3334,93.9844,0.0065,2.3222,2849.0,13.3418
2126.6555,102.4733,-0.0005,3.1778,2847.0,17.8328
2235.0556,109.9856,-0.0029,2.5778,2858.0,13.1343
2219.1333,97.9378,-0.0112,2.1222,2824.0,11.62
2155.6333,101.4333,-0.0095,2.8111,2852.0,12.1246
2163.5889,104.8333,0.0061,2.5333,2857.0,11.9794
2180.8333,107.3322,-0.0037,2.7889,2858.0,13.6953
2219.1333,97.9378,-0.0032,2.4,2830.0,13.7382
2183.3444,97.5311,0.0059,2.5222,2856.0,13.24605
2173.6444,101.5667,-0.0081,2.5778,2851.0,13.24605
2208.2334,110.19,0.0117,1.9444,2852.0,10.8896
2208.2667,102.6267,-0.0013,2.3,2858.0,14.76
2234.5222,93.1967,-0.0039,2.4556,2862.0,12.9133
2219.1333,97.9378,0.0133,1.8889,2852.0,11.9482
2201.8222,95.9789,0.0025,2.3222,2828.0,13.9137
2170.9667,104.9756,0.0005,2.8778,2859.0,3.7778
2183.3111,102.8467,-0.017,2.4778,2822.0,17.3254
2180.7,98.9367,-0.0024,1.8444,2822.0,15.2691
2173.6444,101.5667,-0.0001,2.2667,2861.0,12.8879
2183.3111,102.8467,-0.0002,2.1222,2847.0,18.4325
2167.2,94.26,-0.0013,1.6444,2873.0,16.1773
2146.1111,100.7244,0.0021,2.1667,2857.0,13.3946
2234.5222,93.1967,-0.0027,2.4333,2858.0,10.0637
2167.2,94.26,-0.0044,2.9889,2843.0,7.7125
2124.8444,100.7978,0.0044,2.3333,2873.0,13.6936
2167.2,94.26,-0.0046,2.9111,2871.0,11.4805
2235.0556,109.9856,-0.006,2.8667,2859.0,10.9515
2208.2334,110.19,0.0052,2.3778,2856.0,12.7509
2253.5111,109.7611,-0.0082,2.0889,2856.0,14.7873
2235.0556,109.9856,0.0017,2.3333,2856.0,14.4718
2141.0667,98.3344,-0.0284,2.5889,2852.0,11.6717
2235.0556,109.9856,-0.0005,2.3111,2856.0,13.57
2162.8445,100.3633,-0.0059,2.4111,2858.0,13.4267
2235.0556,109.9856,-0.0029,2.6222,2873.0,9.8018
2183.3444,97.5311,-0.0069,2.2444,2848.0,12.1355
2180.7,98.9367,0.0039,1.9556,2834.0,12.4728
2220.4778,107.6856,-0.0218,2.5333,2859.0,8.3951
2202.2889,94.8922,0.0028,2.4,2853.0,14.9973
2183.3444,97.5311,0.0013,2.5111,2843.0,7.674
2155.6333,101.4333,-0.0063,1.5667,2833.0,11.2309
2201.8222,95.9789,0.0049,2.1889,2822.0,15.0528
2167.2,94.26,-0.0062,2.8333,2888.0,17.2327
2242.8555,106.21,-0.0003,2.5889,2856.0,14.6036
2216.4778,105.1111,0.0009,2.5889,2858.0,10.2814
2242.8555,106.21,-0.0049,2.1,2867.0,8.39
2216.4778,105.1111,-0.0124,1.6556,2855.0,12.8948
2228.4444,106.2756,0.0092,1.8111,2843.0,12.1627
2167.2,94.26,-0.0059,3.1111,2824.0,9.7697
2216.4778,105.1111,0.0095,2.1,2856.0,10.6183
2216.4778,105.1111,0.0027,2.6222,2852.0,14.6155
2216.4778,105.1111,0.0061,2.8667,2858.0,10.4974
2163.8667,100.8,-0.0056,2.4778,2820.0,12.4782
2235.0556,109.9856,-0.0045,2.8778,2858.0,11.845
2216.4778,105.1111,0.0064,0.7111,2856.0,15.8009
2155.6333,101.4333,0.0068,2.1222,2852.0,8.4078
2180.7,98.9367,0.0037,2.2333,2848.0,12.2001
2126.6555,102.4733,-0.0087,1.9444,2852.0,11.4469
2124.8444,100.7978,-0.0159,2.3889,2858.0,14.8863
2164.3,102.1322,-0.0051,2.1556,2876.0,6.5598
2164.3,102.1322,0.0055,2.7,2867.0,12.7551
2253.5111,109.7611,-0.0021,1.6222,2836.0,9.4727
2162.8445,100.3633,0.0013,2.7111,2906.0,11.6909
2167.2,94.26,-0.0018,2.7667,2840.0,14.2545
2242.8555,106.21,0.0008,2.6889,2846.0,20.0572
2180.7,98.9367,0.0027,2.2667,2826.0,11.1346
2167.2,94.26,0.0039,2.1444,2855.0,12.3092
2242.8555,106.21,0.0167,2.0889,2858.0,11.3909
2220.4778,107.6856,0.0013,2.7556,2881.0,15.5746
2242.8555,106.21,0.0151,2.7222,2848.0,15.4055
2216.4778,105.1111,-0.0072,2.2,2848.0,12.3891
2141.0667,98.3344,0.0003,1.8333,2848.0,8.6469
2164.3,102.1322,0.0044,1.9556,2870.0,12.5046
2201.8222,95.9789,-0.0074,2.3111,2830.0,8.8098
2155.6333,101.4333,-0.0096,1.8889,2824.0,9.5869
2228.4444,106.2756,0.004,2.0111,2840.0,12.818
2159.0556,100.7056,-0.002,2.5222,2836.0,15.2572
2124.8444,100.7978,0.0001,1.5222,2856.0,16.0027
2183.3444,97.5311,-0.0064,2.3,2858.0,9.5027
2159.0556,100.7056,-0.0005,2.5778,2852.0,13.8445
2179.0778,99.33,0.0089,2.2778,2848.0,18.1719
2173.4556,110.5422,0.0017,2.3,2828.0,5.6007
2171.8222,103.6356,-0.0208,2.3889,2875.0,12.8818
2160.6,98.7122,-0.0035,2.1444,2867.0,15.1218
2159.0556,100.7056,-0.0068,2.6333,2857.0,10.2026
2238.4556,103.2589,0.0101,2.2333,2843.0,12.1404
2242.8555,106.21,0.003,2.7333,2836.0,11.5072
2159.0556,100.7056,0.0036,2.6778,2867.0,5.7609
2159.0556,100.7056,0.0008,2.6667,2801.0,13.21
2167.2,94.26,-0.0032,1.6778,2873.0,21.2
2159.0556,100.7056,-0.0055,1.8333,2881.0,15.7682
2160.6,98.7122,0.0011,2.2889,2873.0,10.9018
2242.8555,106.21,0.0049,3.0,2843.0,10.3116
2179.0778,99.33,0.0043,2.0444,2822.0,13.8418
2124.8444,100.7978,-0.0186,2.2556,2822.0,9.9055
2159.0556,100.7056,-0.0041,1.8556,2888.0,16.2372
2124.8444,100.7978,-0.0155,1.7556,2848.0,10.1086
2173.6444,101.5667,0.0057,2.5889,2858.0,13.5055
2164.3,102.1322,0.004,2.4667,2887.0,15.4246
2201.8222,95.9789,-0.0007,2.4111,2866.0,25.3082
2231.4889,94.1256,0.0142,1.9,2857.0,10.7691
2200.0666,103.0644,-0.0269,2.4556,2873.0,20.3755
2200.0666,103.0644,0.0094,0.9889,2846.0,19.1455
2173.4556,110.5422,0.0101,2.1,2863.0,13.2882
2200.0666,103.0644,-0.0053,2.7556,2872.0,19.5291
2172.4,102.4522,0.0001,1.8667,2855.0,9.3529
2200.0666,103.0644,-0.002,2.8889,2892.0,15.6872
2113.0778,97.92,0.0018,2.9,2847.0,15.7782
2172.4,102.4522,-0.0004,2.4222,2881.0,15.0863
2160.6,98.7122,-0.0097,2.6778,2852.0,16.7109
2171.8556,103.4733,0.001,2.0333,2888.0,16.9681
2171.8556,103.4733,0.0034,2.4444,2906.0,13.0401
2171.8556,103.4733,-0.0031,2.9444,2888.0,19.0018
2171.8556,103.4733,-0.0075,2.7889,2872.0,17.0363
2171.8556,103.4733,-0.0164,2.5222,2836.0,11.845
2171.8556,103.4733,-0.0001,3.3556,2892.0,20.0855
2171.8556,103.4733,-0.001,2.1222,2855.0,8.7061
2183.5,104.4156,-0.0009,2.4667,2888.0,16.9445
2217.8667,105.2933,0.0031,1.9889,2888.0,15.5718
2171.8556,103.4733,0.0065,2.7444,2882.0,12.8363
2201.0667,106.5478,0.007,2.9889,2831.0,15.1773
2200.0666,103.0644,-0.0018,2.5111,2873.0,18.3509
2201.0667,106.5478,0.002,2.6556,2889.0,16.4828
2217.8667,105.2933,-0.0039,2.3222,2848.0,11.4873
2167.9444,106.6033,0.0009,2.3667,2917.0,19.2555
2214.9333,100.4456,0.002,2.2111,2843.0,12.5951
2167.9444,106.6033,-0.0033,2.7111,2875.0,16.1227
2183.5,104.4156,0.0074,2.7556,2882.0,16.0554
2167.9444,106.6033,0.0045,2.9,2837.0,24.5027
2171.8556,103.4733,0.0092,2.8,2888.0,18.08
2184.8889,106.69,0.0129,2.6111,2834.0,22.8082
2217.8667,105.2933,-0.0037,2.4889,2855.0,13.9443
2172.9667,104.7189,0.0084,2.8667,2826.0,53.9451
2201.0667,106.5478,0.0052,2.4667,2846.0,16.7345
2167.9444,106.6033,0.0054,2.7333,2831.0,21.1663
2184.8889,106.69,0.0066,2.0889,2852.0,14.5072
2167.9444,106.6033,0.0037,2.7333,2847.0,14.1427
2171.3222,107.17,0.0036,2.4889,2875.0,20.4645
2172.4,102.4522,-0.0023,3.0111,2881.0,17.4191
2236.0667,98.6889,0.0168,2.5111,2858.0,14.062
2233.1556,102.6611,-0.0028,3.1444,2843.0,11.6015
2183.5,104.4156,0.0095,0.7667,2845.0,34.579
2214.9333,100.4456,0.0213,2.9,2907.0,19.53
2217.8667,105.2933,-0.001,2.0889,2848.0,12.1743
2184.8889,106.69,0.01,2.7222,2811.0,9.0415
2171.3222,107.17,-0.006,2.4333,2846.0,18.4718
2171.3222,107.17,-0.0073,2.5444,2836.0,11.7536
2214.9333,100.4456,0.0132,2.1778,2847.0,15.4709
2236.0667,98.6889,0.021,2.0889,2852.0,16.4734
2236.0667,98.6889,0.0085,2.9,2888.0,18.0328
2201.0667,106.5478,0.0114,2.5889,2852.0,12.8305
2233.1556,102.6611,0.0055,2.6333,2917.0,20.2509
2229.3333,102.78,0.0083,2.7,2855.0,9.023
2171.8556,103.4733,0.0073,2.6667,2848.0,13.7556
2233.1556,102.6611,0.0016,1.7556,2852.0,14.4854
2165.8666,108.6589,-0.0019,2.4333,2852.0,11.8073
2233.1556,102.6611,0.0029,2.5556,2836.0,14.1382
2165.8666,108.6589,0.0196,2.3556,2834.0,17.1954
2229.3333,102.78,0.0098,2.4889,2859.0,18.68
2229.3333,102.78,-0.0032,2.0333,2852.0,9.7113
2217.8111,100.1789,-0.0054,2.4889,2843.0,9.9475
2167.9444,106.6033,0.0031,2.2778,2875.0,14.0173
2217.8111,100.1789,0.0085,2.4667,2872.0,15.899
2236.0667,98.6889,0.0131,2.7778,2859.0,9.7867
2217.8667,105.2933,0.0135,2.8444,2831.0,17.77
2233.1556,102.6611,-0.0026,2.9778,2875.0,18.5282
2171.3222,107.17,-0.0044,2.6111,2882.0,13.4528
2214.9333,100.4456,0.0048,3.0667,2876.0,8.3183
2229.3333,102.78,0.0192,1.8111,2837.0,14.5473
2159.0556,100.7056,0.0061,2.7444,2843.0,10.123
2201.0667,106.5478,0.0149,2.9889,2870.0,10.1415
2217.8111,100.1789,0.0121,2.6778,2881.0,13.1609
2214.9333,100.4456,0.0191,1.8222,2907.0,10.5073
2184.8889,106.69,0.0013,2.8556,2917.0,21.129
2229.3333,102.78,0.0046,2.6889,2847.0,7.9873
2233.1556,102.6611,-0.0178,2.2889,2852.0,13.8091
2233.1556,102.6611,-0.0014,2.1556,2858.0,9.2543
2233.1556,102.6611,0.0169,2.1889,2849.0,10.6835
2184.8889,106.69,0.0084,1.8,2881.0,13.9354
2217.8111,100.1789,0.0142,2.8222,2831.0,24.8391
2233.1556,102.6611,0.0034,2.7222,2831.0,21.9709
2171.3222,107.17,-0.0043,2.2889,2872.0,16.1442
2159.0556,100.7056,-0.0017,2.6,2881.0,12.6663
2215.3889,101.2178,-0.0072,2.8,2916.0,12.8082
2165.8666,108.6589,-0.0002,2.0778,2840.0,11.5303
2215.3889,101.2178,-0.0094,2.9111,2843.0,8.0516
2165.8666,108.6589,-0.0121,2.3444,2908.0,14.5554
2179.2,106.96,-0.0058,1.7778,2834.0,17.0281
2215.3889,101.2178,0.0039,2.6778,2831.0,14.7009
2233.1556,102.6611,-0.0069,3.0,2847.0,17.0083
2215.3889,101.2178,-0.002,2.5333,2876.0,7.6957
2172.2778,105.7633,-0.0072,2.8333,2907.0,21.1473
2184.8889,106.69,0.0035,2.2,2876.0,7.5635
2201.0667,106.5478,0.0224,1.8444,2840.0,11.4049
2214.9333,100.4456,0.0145,2.6111,2836.0,13.3573
2242.4333,98.1133,0.0309,2.1556,2831.0,16.8227
2150.5889,105.6089,0.0217,2.2556,2845.0,7.1064
2205.7222,105.66,-0.0026,2.4556,2847.0,15.9991
2227.2444,107.8778,0.0022,2.8667,2915.0,15.2109
2179.2,106.96,0.0077,2.6222,2854.0,14.9327
2205.7222,105.66,-0.0043,2.8444,2855.0,13.5051
2220.4001,100.9711,0.0126,2.4333,2872.0,15.4109
2214.9333,100.4456,0.0051,2.9333,2843.0,13.9697
2205.7222,105.66,-0.0055,2.8222,2872.0,9.6396
2171.3222,107.17,0.0132,2.8,2907.0,17.2573
2229.3333,102.78,-0.0077,2.5444,2848.0,13.6804
2171.3222,107.17,0.0057,1.9222,2873.0,18.5782
2205.7222,105.66,0.0121,2.2444,2843.0,12.1909
2215.3889,101.2178,-0.0087,2.4,2845.0,9.3151
2205.7222,105.66,0.0091,2.2556,2834.0,21.8473
2201.0667,106.5478,0.0174,2.3444,2881.0,9.7209
2205.7222,105.66,-0.0045,2.7778,2847.0,14.2947
2216.5111,107.4867,0.0022,2.3333,2845.0,17.3628
2216.5111,107.4867,0.0024,1.7556,2840.0,15.42
2221.5333,99.7633,0.0005,2.1778,2872.0,16.4116
2236.0667,98.6889,0.0005,2.8222,2855.0,13.2418
2229.3333,102.78,0.0197,2.2889,2852.0,12.6881
2205.7222,105.66,0.0056,2.3333,2881.0,12.2955
2227.2444,107.8778,-0.0064,0.6667,2872.0,13.6667
2198.2667,105.0589,-0.0022,1.9889,2851.0,14.1809
2173.6222,107.1889,-0.0084,2.3667,2872.0,13.4814
2210.9778,106.2089,-0.0119,2.0889,2903.0,15.53
2210.9778,106.2089,-0.0023,2.9,2903.0,21.89
2216.5111,107.4867,-0.0024,2.2,2915.0,11.9873
2210.9778,106.2089,0.0025,2.8444,2915.0,24.6254
2250.7445,106.2956,-0.0014,2.6667,2845.0,13.8554
2242.4333,98.1133,0.0015,2.2111,2876.0,9.4126
2216.6778,96.5556,0.0023,2.2111,2903.0,22.7528
2250.7445,106.2956,-0.0006,2.2444,2851.0,12.9727
2210.9778,106.2089,-0.0002,2.4556,2835.0,11.2464
2210.9778,106.2089,-0.0005,1.7222,2903.0,18.9318
2210.9778,106.2089,-0.001,2.5111,2845.0,10.8064
2218.6333,106.9089,0.0016,1.4222,2851.0,10.4273
2189.2333,103.5789,-0.0021,2.0222,2915.0,9.8109
2136.4111,106.6633,-0.0041,2.1556,2856.0,14.7937
2136.4111,106.6633,0.0057,2.3,2856.0,13.0173
2189.8778,107.82,-0.0028,1.0333,2856.0,14.56
2151.6889,102.6711,0.0069,2.6111,2866.0,10.9955
2136.4111,106.6633,0.0157,1.6333,2855.0,17.0691
2201.3556,103.9978,-0.0035,2.5,2851.0,10.2582
2189.8778,107.82,0.015,2.4111,2866.0,7.8728
2162.7556,107.2622,-0.0055,1.9444,2829.0,20.6718
2203.4556,104.6767,-0.0024,2.3444,2845.0,21.4281
2136.4111,106.6633,-0.0029,2.1111,2866.0,10.7291
2189.8778,107.82,0.0147,1.7778,2864.0,8.6617
2203.4556,104.6767,0.0013,2.6556,2827.0,16.4954
2203.4556,104.6767,0.0084,2.0667,2851.0,15.9881
2219.3445,104.3867,0.0035,2.1333,2855.0,13.5963
2189.8778,107.82,-0.0002,2.1667,2889.0,19.3264
2162.7556,106.8744,0.0004,1.6333,2841.0,13.2937
2251.8222,104.9456,-0.0034,2.3778,2841.0,13.3655
2223.2778,102.96,-0.0121,2.6444,2870.0,10.9928
2146.9111,104.3711,-0.009,2.0778,2851.0,14.9836
2203.4556,104.6767,-0.0127,2.4111,2851.0,14.6454
2210.9778,106.2089,0.0101,2.8222,2835.0,13.7927
2210.9778,106.2089,-0.0105,1.6333,2840.0,14.3273
2151.6889,102.6711,-0.004,2.7,2866.0,12.2382
2162.7556,106.8744,-0.0087,3.0333,2861.0,9.8518
2155.3111,105.0478,0.001,1.9778,2866.0,9.699
2151.6889,102.6711,-0.0153,2.2111,2861.0,7.6522
2155.3111,105.0478,0.0027,1.4111,2864.0,12.1119
2145.4555,103.7878,0.0032,2.0333,2866.0,8.4327
2155.3111,105.0478,-0.0075,2.0,2864.0,9.794
2210.9778,106.2089,-0.0046,2.2889,2840.0,17.2755
2155.3111,105.0478,0.0147,2.2111,2864.0,13.4637
2117.5889,106.4944,-0.005,1.0333,2855.0,18.8245
2155.3111,105.0478,-0.0101,2.0444,2856.0,20.7427
2146.9111,104.3711,-0.0123,1.3444,2841.0,15.3527
2136.4111,106.6633,-0.0022,2.2,2864.0,12.6082
2245.3667,102.4089,-0.0069,1.6778,2851.0,14.3073
2190.1555,105.7411,0.0084,2.1778,2860.0,18.0672
2127.9555,107.1522,-0.0151,1.9556,2855.0,15.2009
2130.0556,105.9011,-0.0066,2.4889,2844.0,14.5955
2181.0444,104.0133,0.0057,2.4778,2864.0,15.9227
2127.9555,107.1522,-0.0039,2.0556,2855.0,19.6591
2190.1555,105.7411,0.0049,2.2111,2844.0,22.2582
2174.7555,104.2622,0.009,1.5444,2850.0,17.5864
2190.1555,105.7411,-0.0018,1.5556,2860.0,13.99
2211.7222,100.9256,0.0022,1.8667,2855.0,17.4727
2190.1555,105.7411,-0.0056,2.4778,2855.0,12.9118
2117.5889,106.4944,0.0006,2.4222,2864.0,13.1664
2190.1555,105.7411,-0.0178,2.0889,2860.0,17.0018
2130.0556,105.9011,-0.0171,2.5333,2849.0,12.7581
2181.0444,104.0133,-0.0025,2.0778,2860.0,17.2464
2181.0444,104.0133,0.006,2.1667,2856.0,16.1182
2169.1111,100.1744,0.0055,1.9889,2860.0,12.9264
2175.9667,98.5822,0.0007,2.0778,2849.0,14.6819
2175.9667,98.5822,0.0107,2.8111,2887.0,16.0973
2181.0444,104.0133,0.0057,1.8,2860.0,6.7446
2197.5222,106.0733,0.0077,1.3444,2860.0,16.7036
2197.5222,106.0733,0.0086,1.7667,2860.0,20.1091
2197.5222,106.0733,-0.0165,2.2444,2856.0,18.119
2127.9555,107.1522,-0.0166,2.2444,2855.0,19.8182
2174.7555,104.2622,-0.0148,2.6556,2850.0,15.2337
2169.1111,100.1744,0.0036,2.3667,2864.0,15.46
2190.1555,105.7411,-0.0002,2.9778,2850.0,17.8028
2194.5889,97.7622,0.0057,2.5333,2850.0,18.49
2194.5889,97.7622,0.0055,2.2333,2860.0,18.2736
2170.0666,96.77,-0.0008,2.5333,2844.0,16.6
2218.6333,106.9089,-0.0035,2.7778,2840.0,9.7126
2194.5889,97.7622,0.0126,1.4778,2865.0,11.0378
2175.9667,98.5822,0.0159,1.6667,2865.0,12.6062
2204.5445,95.9222,0.0023,2.4111,2860.0,10.7455
2188.7222,105.17,0.0087,2.4111,2864.0,15.3963
2204.5445,95.9222,0.0153,2.2667,2865.0,5.6269
2194.8,99.0344,0.008,2.5889,2856.0,14.4818
2194.5889,97.7622,0.0047,1.9778,2851.0,13.5982
2194.8,99.0344,-0.0086,1.8556,2869.0,8.9432
2204.5445,95.9222,0.0057,2.3667,2850.0,15.1609
2204.5445,95.9222,0.0055,1.7889,2860.0,13.9519
2187.8111,90.4933,0.0053,2.2667,2860.0,10.6702
2220.0445,88.0444,0.0032,2.4444,2860.0,11.1672
2216.7333,97.5822,0.0129,2.7444,2862.0,13.24605
2188.7222,105.17,-0.0078,1.5222,2857.0,15.8327
2187.8111,90.4933,0.0145,1.9111,2860.0,13.0373
2134.7445,99.5133,0.0018,1.8444,2856.0,12.0673
2188.6,93.1656,-0.0209,2.3,2888.0,9.5695
2216.7333,97.5822,0.0075,2.2,2887.0,13.53
2187.8111,90.4933,0.0079,1.9889,2860.0,13.3146
2224.6778,101.1333,-0.0076,1.4778,2855.0,14.6927
2194.5889,97.7622,0.0003,2.5556,2849.0,13.2627
2204.5445,95.9222,-0.0028,1.8778,2844.0,15.3491
2188.7111,102.0011,0.0089,2.0556,2856.0,12.6009
2218.9445,96.4389,0.0059,2.4444,2844.0,14.8045
2170.0666,96.77,0.0025,2.7889,2860.0,14.4218
2218.8778,100.9444,0.0132,2.2444,2887.0,13.7263
2194.5889,97.7622,-0.0091,2.1111,2889.0,17.1263
2202.1222,95.85,0.0075,1.9889,2844.0,17.3955
2216.7333,97.5822,-0.004,1.4,2887.0,14.0237
2170.0666,96.77,0.0062,1.9889,2854.0,17.8428
2205.7445,101.8644,0.0,0.8778,2863.0,12.5904
2205.7445,101.8644,-0.0024,1.5333,2887.0,18.3982
2189.8111,104.8856,0.0121,2.8,2858.0,13.9054
2210.7778,91.1078,0.0006,2.1111,2855.0,11.7043
2224.6778,101.1333,0.0094,2.0222,2873.0,11.6673
2204.2333,89.0356,0.0181,1.4667,2862.0,8.8436
2224.6778,101.1333,0.0031,1.9333,2855.0,12.68
2225.0222,98.5978,0.0063,2.2444,2858.0,8.7067
2204.2333,89.0356,0.0106,2.4111,2862.0,10.4532
2202.2556,94.6922,-0.0135,2.0111,2865.0,6.4102
2224.6778,101.1333,0.0056,2.5889,2856.0,14.4382
2220.0445,88.0444,-0.0119,2.0222,2863.0,8.8717
2224.6778,101.1333,0.007,2.0333,2855.0,13.8682
2246.5778,96.7089,0.005,2.4333,2850.0,14.9837
2195.6667,98.9844,0.0066,2.0333,2862.0,13.24605
2205.7,100.8511,0.007,2.2778,2858.0,10.0791
2200.2333,101.6111,0.0157,1.7667,2858.0,10.1335
2214.2889,101.7044,-0.013,1.5111,2858.0,11.9536
2212.8667,101.6156,-0.008,1.5222,2867.0,10.0756
2200.9556,100.37,-0.013,1.9444,2843.0,11.3046
2218.8778,100.9444,0.0096,2.3556,2858.0,10.2843
2200.9556,100.37,0.0075,2.0889,2843.0,15.04
2204.2333,89.0356,0.0147,2.4111,2844.0,14.2618
2205.7445,101.8644,0.012,2.2333,2887.0,21.3173
2189.5777,100.7744,0.0135,2.5,2858.0,14.9991
2199.6334,99.2178,-0.006,2.7333,2871.0,16.4646
2114.6667,98.7844,0.0057,2.1556,2860.0,14.61
2134.7445,99.5133,0.0076,2.1444,2860.0,13.2509
2175.3445,107.1422,-0.0063,1.8556,2849.0,13.3391
2127.9555,107.1522,-0.0017,2.0444,2872.0,9.4155
2114.6667,98.7844,0.0045,2.0778,2859.0,9.6593
2214.1667,100.4633,0.0061,2.2889,2835.0,9.8255
2188.6,93.1656,-0.0084,1.8667,2855.0,15.4118
2246.5778,96.7089,-0.0038,1.8333,2885.0,11.8327
2208.6556,97.0367,0.0002,2.9111,2865.0,7.6141
2189.3556,83.4233,-0.0086,1.8778,2837.0,6.8847
2192.0,94.93,-0.005,1.7667,2811.0,17.2
2200.9556,100.37,0.0125,1.7889,2843.0,12.9509
2199.6334,99.2178,0.0121,2.4,2851.0,14.3253
2200.2333,101.6111,0.0053,2.4444,2843.0,6.4705
2199.6334,99.2178,-0.0064,2.3667,2848.0,20.3154
2212.8667,101.6156,-0.0023,2.2,2861.0,15.191
2240.8666,86.3822,0.0129,1.8111,2843.0,10.3328
2213.5111,103.0911,0.001,2.6889,2816.0,15.2727
2189.3556,83.4233,0.0037,2.8222,2867.0,16.0385
2196.0,97.5578,0.0044,1.9667,2861.0,13.3781
2196.0,97.5578,0.009,1.8556,2837.0,9.0228
2189.3556,83.4233,-0.0026,1.9,2861.0,17.17
2240.8666,86.3822,0.0084,1.9333,2816.0,12.1618
2187.4111,88.0911,0.0005,1.9333,2867.0,9.9564
2187.4111,88.0911,0.0107,2.6556,2837.0,9.6634
2196.0,97.5578,-0.0018,3.0889,2859.0,12.9899
2211.7778,98.9989,-0.0033,2.0444,2872.0,5.7613
2191.1333,89.7222,-0.0066,1.9333,2846.0,8.2525
2211.7778,98.9989,0.0042,2.3667,2867.0,12.4143
2216.5,99.9867,0.001,1.8667,2846.0,12.0964
2216.5,99.9867,0.0,2.1444,2839.0,13.22
2202.5556,101.8922,-0.0027,2.6333,2855.0,12.4141
2200.9889,100.18,-0.0048,2.5444,2855.0,16.1773
2315.2667,90.1144,0.0041,3.1333,2871.0,17.1809
2213.2111,87.7411,-0.0093,2.6,2845.0,15.0755
2171.5,101.5122,0.015,2.2333,2816.0,14.2836
2171.5,101.5122,-0.0099,2.1667,2863.0,9.8176
2187.4111,88.0911,0.0062,2.7,2839.0,13.0654
2195.6667,98.9844,-0.0096,1.7889,2863.0,10.6332
2213.5111,103.0911,0.005,2.4556,2858.0,11.3091
2200.9889,100.18,0.0046,2.6111,2857.0,9.1736
2192.3778,99.2922,0.0037,2.5556,2872.0,7.4692
2171.5,101.5122,0.0112,2.2,2837.0,10.4818
2192.3778,99.2922,-0.005,2.8778,2837.0,6.8216
2180.5556,101.4578,-0.0045,1.8,2863.0,6.2481
